"id","name","url","address","facility_type","license_type","capacity","ages"
1450,"Mathews Family YMCA - Thomas Hunter Middle School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42003;search_require_client_code-2106=1;search_require_client_code-2101=1","387 Church StreetMATHEWS, VA  23109","Child Day Center","Two Year","28","5 years-12 years11 months"
1451,"Matoaka Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34238;search_require_client_code-2106=1;search_require_client_code-2101=1","4001 Brick Bat RoadWILLIAMSBURG, VA  23188","Child Day Center","Two Year","200","5 years-11 years11 months"
1452,"Matthew Whaley Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16476;search_require_client_code-2106=1;search_require_client_code-2101=1","301 Scotland StreetWILLIAMSBURG, VA  23188","Child Day Center","Two Year","120","5 years-12 years11 months"
1453,"Max Meadows Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8552;search_require_client_code-2106=1;search_require_client_code-2101=1","165 Grove StreetMAX MEADOWS, VA  24360","Child Day Center","Two Year","55","2 years10 months-5 years11 months"
1454,"Mc Cready Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8550;search_require_client_code-2106=1;search_require_client_code-2101=1","632 Upper Poor Valley RoadSALTVILLE, VA  24370","Child Day Center","Two Year","20","2 years10 months-5 years11 months"
1455,"McDonald Montessori","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32545;search_require_client_code-2106=1;search_require_client_code-2101=1","4200 Granby StreetNORFOLK, VA  23504","Child Day Center","Two Year","125","2 years6 months-10 years11 months"
1456,"McIntosh School Age Program","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16998;search_require_client_code-2106=1;search_require_client_code-2101=1","185 Richneck RoadNEWPORT NEWS, VA  23608","Child Day Center","Two Year","120","5 years-12 years11 months"
1457,"McLean Children\'s Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8713;search_require_client_code-2106=1;search_require_client_code-2101=1","6900 Elm StreetMC LEAN, VA  22101","Child Day Center","Two Year","36","2 years6 months-12 years11 months"
1458,"McLean Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26110;search_require_client_code-2106=1;search_require_client_code-2101=1","8991 Brook RoadMC LEAN, VA  22102","Child Day Center","Two Year","50","2 years-7 years11 months"
1459,"Meadowbrook Child Development Ctr","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23200;search_require_client_code-2106=1;search_require_client_code-2101=1","555 Winchester StreetWARRENTON, VA  20186-2508","Child Day Center","Two Year","70","1 month-12 years11 months"
1460,"Meadowland Learning Center, Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18196;search_require_client_code-2106=1;search_require_client_code-2101=1","83 Royal LaneFRONT ROYAL, VA  22630","Child Day Center","Two Year","125","Birth-12 years11 months"
1461,"Meherrin-Powellton Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16839;search_require_client_code-2106=1;search_require_client_code-2101=1","11555 Dry Bread RoadLAWRENCEVILLE, VA  23868","Child Day Center","Two Year","19","3 years-5 years11 months"
1462,"Melrose Adventist Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43956;search_require_client_code-2106=1;search_require_client_code-2101=1","1523 Melrose AvenueROANOKE, VA  24017","Child Day Center","Two Year","80","2 years-12 years11 months"
1463,"Meriwether Lewis Elementary EDEP","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42157;search_require_client_code-2106=1;search_require_client_code-2101=1","1610 Owensville RoadCHARLOTTESVILLE, VA  22901","Child Day Center","Two Year","75","4 years-11 years11 months"
1464,"Merrifield Child  Development Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9562;search_require_client_code-2106=1;search_require_client_code-2101=1","8122 Ransell RoadFALLS CHURCH, VA  22042","Child Day Center","One Year","60","1 year4 months-10 years11 months"
1465,"Merritt Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9599;search_require_client_code-2106=1;search_require_client_code-2101=1","9211 Arlington BoulevardFAIRFAX, VA  22031","Child Day Center","Two Year","484","1 month-12 years11 months"
1466,"Metaphor Russian Language School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38457;search_require_client_code-2106=1;search_require_client_code-2101=1","7000 Arlington BlvdFALLS CHURCH, VA  22042","Child Day Center","Two Year","72","2 years-10 years11 months"
1467,"Metta Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39694;search_require_client_code-2106=1;search_require_client_code-2101=1","1012 S. Cleveland StreetARLINGTON, VA  22204","Child Day Center","Two Year","62","1 year-6 years11 months"
1468,"Michele\'s Place for Children","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31952;search_require_client_code-2106=1;search_require_client_code-2101=1","2603 Semmes Ave.RICHMOND, VA  23225","Child Day Center","Two Year","17","1 year6 months-4 years11 months"
1469,"Middle School REC Connect","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36091;search_require_client_code-2106=1;search_require_client_code-2101=1","5301 Longhill RoadWILLIAMSBURG, VA  23188","Child Day Center","Two Year","120","5 years-12 years11 months"
1470,"Middleburg Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29608;search_require_client_code-2106=1;search_require_client_code-2101=1","7274 Rector\'s LaneMARSHALL, VA  20115-3631","Child Day Center","Two Year","38","Birth-6 years11 months"
1471,"Middlesex Family YMCA Operated by Peninsula Metropolitan YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29207;search_require_client_code-2106=1;search_require_client_code-2101=1","11487 General Puller HighwayHARTFIELD, VA  23071","Child Day Center","Two Year","90","4 years9 months-12 years11 months"
1472,"Middlesex Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26035;search_require_client_code-2106=1;search_require_client_code-2101=1","1823 Philpot RoadLOCUST HILL, VA  23092","Child Day Center","Two Year","20","3 years-5 years11 months"
1473,"Midlothian Children\'s Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29031;search_require_client_code-2106=1;search_require_client_code-2101=1","14330 Sommerville CourtMIDLOTHIAN, VA  23113","Child Day Center","Two Year","168","1 month-12 years11 months"
1474,"Midlothian Kids Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42583;search_require_client_code-2106=1;search_require_client_code-2101=1","6761 Temie Lee ParkwayMIDLOTHIAN, VA  23112","Child Day Center","Two Year","285","1 month-12 years11 months"
1475,"Midlothian Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29906;search_require_client_code-2106=1;search_require_client_code-2101=1","122 N. Courthouse RoadRICHMOND, VA  23236","Child Day Center","Two Year","27","2 years6 months-11 years11 months"
1476,"Mighty Minds, Little Hands International Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34258;search_require_client_code-2106=1;search_require_client_code-2101=1","2117 Angus RoadCHARLOTTESVILLE, VA  22901","Child Day Center","Two Year","83","1 month-11 years11 months"
1477,"Mile High Kids & Community Dev. , Inc. Head Start: Holland Road","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40775;search_require_client_code-2106=1;search_require_client_code-2101=1","3278 Holland RoadVIRGINIA BEACH, VA  23456","Child Day Center","Two Year","92","3 years-5 years"
1478,"Mile High Kids & Community Dev. , Inc. Head Start: Twin Canal","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40774;search_require_client_code-2106=1;search_require_client_code-2101=1","1484 Drawbridge CircleVIRGINIA BEACH, VA  23453","Child Day Center","Two Year","18","3 years-5 years"
1479,"Mile High Kids & Community Dev., Inc. Head Start:  Atlantis Camp","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40906;search_require_client_code-2106=1;search_require_client_code-2101=1","999 Atlantis DriveVIRGINIA BEACH, VA  23451","Child Day Center","Two Year","20","3 years-5 years11 months"
1480,"Mile High Kids Community Dev., Inc. Head Start: Hampshire Lane","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40907;search_require_client_code-2106=1;search_require_client_code-2101=1","5691 Hampshire LaneVIRGINIA BEACH, VA  23462","Child Day Center","Two Year","78","3 years-5 years11 months"
1481,"Miles Jones Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29128;search_require_client_code-2106=1;search_require_client_code-2101=1","200 Beaufont DrRICHMOND, VA  23225","Child Day Center","Two Year","80","5 years-12 years11 months"
1482,"Milestones Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40241;search_require_client_code-2106=1;search_require_client_code-2101=1","700 Fernwood Farms RoadCHESAPEAKE, VA  23320","Child Day Center","Two Year","90","1 month-12 years11 months"
1483,"Milestones Childcare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37827;search_require_client_code-2106=1;search_require_client_code-2101=1","430 & 431 South Locust StreetFLOYD, VA  24019","Child Day Center","Two Year","81","1 month-12 years11 months"
1484,"Mill Creek Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8685;search_require_client_code-2106=1;search_require_client_code-2101=1","11475 Lee HighwayFINCASTLE, VA  24090","Child Day Center","Two Year","120","2 years-12 years11 months"
1485,"Millstone of Ivy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14086;search_require_client_code-2106=1;search_require_client_code-2101=1","3275 Morgantown RoadIVY, VA  22945","Child Day Center","Two Year","93","2 years6 months-6 years11 months"
1486,"Millwood School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22491;search_require_client_code-2106=1;search_require_client_code-2101=1","15100 Millwood School LaneMIDLOTHIAN, VA  23112","Child Day Center","Two Year","59","4 years-12 years11 months"
1487,"Mimmie\'s Learning Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40419;search_require_client_code-2106=1;search_require_client_code-2101=1","724 Baker RoadVIRGINIA BEACH, VA  23462","Child Day Center","Two Year","35","2 years-12 years11 months"
1488,"Mini Miracles Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35731;search_require_client_code-2106=1;search_require_client_code-2101=1","4801 Shore DriveSuite F & GVIRGINIA BEACH, VA  23455","Child Day Center","Two Year","99","1 month-12 years11 months"
1489,"Mini Miracles Learning Center 2 Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43933;search_require_client_code-2106=1;search_require_client_code-2101=1","5036 East Princess Anne RoadNORFOLK, VA  23502","Child Day Center","Two Year","70","1 month-6 years11 months"
1490,"Mini World Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8736;search_require_client_code-2106=1;search_require_client_code-2101=1","501 Colorado StreetSALEM, VA  24153","Child Day Center","Two Year","200","1 year4 months-12 years11 months"
1491,"Mini-World Child Care Centers-Botetourt County","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=33044;search_require_client_code-2106=1;search_require_client_code-2101=1","3199 Read Mountain RoadROANOKE, VA  24019","Child Day Center","Two Year","131","1 year4 months-12 years11 months"
1492,"Minnieland - A Child\'s Place II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26087;search_require_client_code-2106=1;search_require_client_code-2101=1","7030 Bluefield DriveFREDERICKSBURG, VA  22407","Child Day Center","Two Year","165","Birth-12 years11 months"
1493,"Minnieland Academy #27","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31452;search_require_client_code-2106=1;search_require_client_code-2101=1","6001 Centreville Crest LaneCENTREVILLE, VA  20121","Child Day Center","Two Year","150","1 month-12 years11 months"
1494,"Minnieland Academy @ Ashbriar (#60)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24631;search_require_client_code-2106=1;search_require_client_code-2101=1","43560 Suzanne Hope WayASHBURN, VA  20147","Child Day Center","Two Year","188","1 month-12 years11 months"
1495,"Minnieland Academy @ Belmont","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38975;search_require_client_code-2106=1;search_require_client_code-2101=1","43900 Russell Branch ParkwayASHBURN, VA  20147","Child Day Center","Two Year","209","1 month-12 years11 months"
1496,"Minnieland Academy @ Gunston #11","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11534;search_require_client_code-2106=1;search_require_client_code-2101=1","7752 Gunston PlazaLORTON, VA  22079","Child Day Center","Two Year","120","1 month-12 years11 months"
1497,"Minnieland Academy @ Harrisonburg","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16058;search_require_client_code-2106=1;search_require_client_code-2101=1","1941 Evelyn Byrd AvenueHARRISONBURG, VA  22801","Child Day Center","Two Year","150","Birth-12 years11 months"
1498,"Minnieland Academy @ Kirkpatrick Farms (#36)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37694;search_require_client_code-2106=1;search_require_client_code-2101=1","25375 Supreme DriveALDIE, VA  20105","Child Day Center","Two Year","305","0.0 years1.0 months-12.0 years11.0 months"
1499,"Minnieland Academy @ Lorton Station #23","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32741;search_require_client_code-2106=1;search_require_client_code-2101=1","9467 Lorton Market StreetLORTON, VA  22079","Child Day Center","Two Year","143","1 month-12 years11 months"
1500,"Minnieland Academy @ South Riding (#63)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39178;search_require_client_code-2106=1;search_require_client_code-2101=1","25400 South Riding BlvdSOUTH RIDING, VA  20152","Child Day Center","Two Year","128","1 month-12 years11 months"
1501,"Minnieland Academy @ Stone Ridge (#28)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32112;search_require_client_code-2106=1;search_require_client_code-2101=1","24859 Serpentine PlaceALDIE, VA  20105","Child Day Center","Two Year","195","1 month-12 years11 months"
1502,"Minnieland Academy @ Sully Station (#64)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39177;search_require_client_code-2106=1;search_require_client_code-2101=1","5801 Stone Creek DriveCENTREVILLE, VA  20120","Child Day Center","Two Year","277","2 months-12 years11 months"
1503,"Minnieland Academy AT Technology","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11091;search_require_client_code-2106=1;search_require_client_code-2101=1","9511 Technology DriveMANASSAS, VA  20110-4150","Child Day Center","Two Year","130","Birth-12 years11 months"
1504,"Minnieland Academy At  Ashland","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34550;search_require_client_code-2106=1;search_require_client_code-2101=1","5555 Assateague PlaceMANASSAS, VA  20112-5434","Child Day Center","Two Year","203","1 month-12 years11 months"
1505,"Minnieland Academy At Braemar","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32091;search_require_client_code-2106=1;search_require_client_code-2101=1","12700 Correen Hills DriveBRISTOW, VA  20136-5617","Child Day Center","Two Year","190","Birth-12 years11 months"
1506,"Minnieland Academy At Bristow","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37351;search_require_client_code-2106=1;search_require_client_code-2101=1","10368 Bristow Center DriveBRISTOW, VA  20136","Child Day Center","Two Year","211","Birth-12 years11 months"
1507,"Minnieland Academy At Cardinal #16","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15724;search_require_client_code-2106=1;search_require_client_code-2101=1","14910 Feeder LaneWOODBRIDGE, VA  22193-1896","Child Day Center","Two Year","155","1 month-12 years11 months"
1508,"Minnieland Academy At Central Park","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25208;search_require_client_code-2106=1;search_require_client_code-2101=1","1420 Central Park BoulevardSuite 110FREDERICKSBURG, VA  22401","Child Day Center","Two Year","184","Birth-12 years11 months"
1509,"Minnieland Academy At Cloverdale","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34947;search_require_client_code-2106=1;search_require_client_code-2101=1","3498 Cranmer MewsDALE CITY, VA  22193","Child Day Center","Two Year","244","Birth-12 years11 months"
1510,"Minnieland Academy At Courthouse","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22112;search_require_client_code-2106=1;search_require_client_code-2101=1","8903 Courthouse RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","153","Birth-12 years11 months"
1511,"Minnieland Academy At Dominion Valley #35","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36849;search_require_client_code-2106=1;search_require_client_code-2101=1","5255 Merchants View SquareHAYMARKET, VA  20169-5440","Child Day Center","Two Year","200","Birth-12 years11 months"
1512,"Minnieland Academy At England Run","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29157;search_require_client_code-2106=1;search_require_client_code-2101=1","151 Lichfield BoulevardFREDERICKSBURG, VA  22406","Child Day Center","Two Year","144","Birth-12 years11 months"
1513,"Minnieland Academy At Gainesville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17531;search_require_client_code-2106=1;search_require_client_code-2101=1","8299 Harness Shop RoadGAINESVILLE, VA  20155-2932","Child Day Center","Two Year","164","Birth-12 years11 months"
1514,"Minnieland Academy At Leavells Road","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10896;search_require_client_code-2106=1;search_require_client_code-2101=1","11117 Leavells RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","195","Birth-12 years11 months"
1515,"Minnieland Academy At North Stafford","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35046;search_require_client_code-2106=1;search_require_client_code-2101=1","19 Soaring Eagle DriveSTAFFORD, VA  22556","Child Day Center","Two Year","192","Birth-12 years11 months"
1516,"Minnieland Academy At Rippon","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9174;search_require_client_code-2106=1;search_require_client_code-2101=1","2100 Rippon BoulevardWOODBRIDGE, VA  22191-3916","Child Day Center","Two Year","108","Birth-12 years11 months"
1517,"Minnieland Academy At The Castle","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10572;search_require_client_code-2106=1;search_require_client_code-2101=1","6306 Old Plank RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","137","Birth-12 years11 months"
1518,"Minnieland Academy At The Glen #21","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=30925;search_require_client_code-2106=1;search_require_client_code-2101=1","4290 Prince William ParkwayWOODBRIDGE, VA  22192","Child Day Center","Two Year","313","Birth-12 years11 months"
1519,"Minnieland Academy at Dale City","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8323;search_require_client_code-2106=1;search_require_client_code-2101=1","13923 Minnieville RoadWOODBRIDGE, VA  22193-2326","Child Day Center","Two Year","105","2 years6 months-12 years11 months"
1520,"Minnieland Academy at Doc Stone (#67)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40245;search_require_client_code-2106=1;search_require_client_code-2101=1","95 Dunn DriveSTAFFORD, VA  22556","Child Day Center","Two Year","157","1 month-12 years11 months"
1521,"Minnieland Academy at Heathcote #40","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36297;search_require_client_code-2106=1;search_require_client_code-2101=1","15040 Heathcote BoulevardHAYMARKET, VA  20169-6251","Child Day Center","Provisional","187","Birth-12 years11 months"
1522,"Minnieland Academy at Occoquan #12","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=20376;search_require_client_code-2106=1;search_require_client_code-2101=1","1511 Old Bridge RoadWOODBRIDGE, VA  22192","Child Day Center","Two Year","260","Birth-12 years11 months"
1523,"Minnieland Academy at Southpoint (#45)","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37845;search_require_client_code-2106=1;search_require_client_code-2101=1","4713 Southpoint ParkwayFREDERICKSBURG, VA  22407","Child Day Center","Two Year","176","Birth-12 years11 months"
1524,"Minnieland Academy at Wellington","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29038;search_require_client_code-2106=1;search_require_client_code-2101=1","10249 Hendley RoadMANASSAS, VA  20110-7913","Child Day Center","Two Year","300","Birth-12 years11 months"
1525,"Miss Alyson\'s","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38473;search_require_client_code-2106=1;search_require_client_code-2101=1","7117 Ladysmith RoadRUTHER GLEN, VA  22546","Child Day Center","Two Year","31","1 year1 month-12 years11 months"
1526,"Miss Alyson\'s Daycare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39359;search_require_client_code-2106=1;search_require_client_code-2101=1","7278 Ladysmith RoadRUTHER GLEN, VA  22546","Child Day Center","Two Year","170","3 years-12 years11 months"
1527,"Miss Amy\'s Child Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14946;search_require_client_code-2106=1;search_require_client_code-2101=1","211 Bradley StreetABINGDON, VA  24210","Child Day Center","Two Year","61","1 year10 months-7 years11 months"
1528,"Molly Michie Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16009;search_require_client_code-2106=1;search_require_client_code-2101=1","1901 Thomson RoadCHARLOTTESVILLE, VA  22903","Child Day Center","Two Year","37","2 years2 months-6 years11 months"
1529,"Mom\'s Tot Spot Child Development Center, II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42442;search_require_client_code-2106=1;search_require_client_code-2101=1","370 Fenwick RoadFORT MONROE, VA  23651","Child Day Center","Two Year","180","1 month-12 years11 months"
1530,"Monarch Christian Montessori","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36426;search_require_client_code-2106=1;search_require_client_code-2101=1","15120 Enterprise CtSuite D100CHANTILLY, VA  20151","Child Day Center","Two Year","100","1 year6 months-11 years11 months"
1531,"Monte Vista Big Stone Gap II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17721;search_require_client_code-2106=1;search_require_client_code-2101=1","101 South Church StreetMonte Vista HousingSouthern SectionBIG STONE GAP, VA  24219","Child Day Center","Two Year","20","2 years6 months-5 years11 months"
1532,"Montessori Academy at Belmont Greene","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25308;search_require_client_code-2106=1;search_require_client_code-2101=1","20300 Bowfonds StreetASHBURN, VA  20147","Child Day Center","Two Year","250","2 months-11 years11 months"
1533,"Montessori Academy of VA - Suffolk","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39627;search_require_client_code-2106=1;search_require_client_code-2101=1","5805 Harbourview BoulevardSUFFOLK, VA  23435","Child Day Center","Two Year","170","1 year4 months-11 years11 months"
1534,"Montessori Academy of Virginia - Chesapeake","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=27628;search_require_client_code-2106=1;search_require_client_code-2101=1","1468 Kempsville RoadCHESAPEAKE, VA  23320","Child Day Center","Two Year","160","1 year4 months-11 years11 months"
1535,"Montessori Academy of Virginia - Virginia Beach","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36502;search_require_client_code-2106=1;search_require_client_code-2101=1","4774 Alicia DriveVIRGINIA BEACH, VA  23462","Child Day Center","Two Year","150","1 year4 months-10 years11 months"
1536,"Montessori Center for Excellence DBA: Roanoke Valley Montessori","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34002;search_require_client_code-2106=1;search_require_client_code-2101=1","2040 Apperson DriveSALEM, VA  24153","Child Day Center","Two Year","90","Birth-12 years11 months"
1537,"Montessori Children\'s Center II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21269;search_require_client_code-2106=1;search_require_client_code-2101=1","2745 Centreville RoadHERNDON, VA  20171","Child Day Center","Two Year","150","1 month-12 years11 months"
1538,"Montessori Children\'s Center III","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23190;search_require_client_code-2106=1;search_require_client_code-2101=1","6319 Old Centreville RoadCENTREVILLE, VA  20121","Child Day Center","Two Year","175","1 month-12 years11 months"
1539,"Montessori Children\'s House","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39138;search_require_client_code-2106=1;search_require_client_code-2101=1","1400-B Lakeside DriveLYNCHBURG, VA  24501","Child Day Center","Two Year","71","1 month-9 years11 months"
1540,"Montessori Children\'s House II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34817;search_require_client_code-2106=1;search_require_client_code-2101=1","700 Hillingdon CourtVIRGINIA BEACH, VA  23462","Child Day Center","Two Year","75","2 years6 months-12 years"
1541,"Montessori Children\'s House of Loudoun","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18590;search_require_client_code-2106=1;search_require_client_code-2101=1","880 W. Church RoadSTERLING, VA  20164","Child Day Center","Two Year","255","1 month-6 years11 months"
1542,"Montessori Country School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16017;search_require_client_code-2106=1;search_require_client_code-2101=1","621 Alabama DriveHERNDON, VA  20170","Child Day Center","Two Year","125","1 year3 months-8 years11 months"
1543,"Montessori Infant Nido Environment","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40762;search_require_client_code-2106=1;search_require_client_code-2101=1","2470 Research Center DriveBLACKSBURG, VA  24060","Child Day Center","Two Year","90","1 month-7 years11 months"
1544,"Montessori Kids Universe","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43880;search_require_client_code-2106=1;search_require_client_code-2101=1","20108 Ashburn Village BoulevardASHBURN, VA  20147","Child Day Center","Two Year","190","3 months-5 years11 months"
1545,"Montessori Peace School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37331;search_require_client_code-2106=1;search_require_client_code-2101=1","1743 Whitewood LaneHERNDON, VA  20170","Child Day Center","Two Year","50","1 year5 months-6 years11 months"
1546,"Montessori Preparatory School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=20415;search_require_client_code-2106=1;search_require_client_code-2101=1","4811 High St.PORTSMOUTH, VA  23703","Child Day Center","Two Year","40","2 years-5 years6 months"
1547,"Montessori School of Alexandria","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9683;search_require_client_code-2106=1;search_require_client_code-2101=1","6300 Florence LaneALEXANDRIA, VA  22310","Child Day Center","Two Year","99","3 years-12 years11 months"
1548,"Montessori School of Cedar Lane","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8289;search_require_client_code-2106=1;search_require_client_code-2101=1","3035 Cedar LaneFAIRFAX, VA  22031","Child Day Center","Two Year","104","2 years6 months-6 years11 months"
1549,"Montessori School of Chantilly","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39419;search_require_client_code-2106=1;search_require_client_code-2101=1","4455 Brookfield Corp Drive,Suite201CHANTILLY, VA  20151","Child Day Center","Two Year","70","1 year-12 years11 months"
1550,"Montessori School of Charlottesville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8860;search_require_client_code-2106=1;search_require_client_code-2101=1","631 Cutler LaneCHARLOTTESVILLE, VA  22901","Child Day Center","Two Year","57","1 year9 months-6 years11 months"
